Age,Gender,Course,InternetAccess,SleepQuality,StudyMethod,FacilityRating,ExamDifficulty,Grade,StudyLevel,SleepLevel,AttendanceLevel
18,male,btech,yes,poor,online,low,moderate,D,medium,good,high
24,other,ba,yes,good,online,low,moderate,B,medium,good,high
24,female,bca,yes,good,groupstudy,low,hard,D,high,regular,low
18,other,btech,yes,poor,selfstudy,high,easy,A,high,good,low
22,female,bsc,yes,average,online,medium,moderate,A,high,good,low
24,other,bca,yes,average,groupstudy,medium,hard,D,low,regular,high
21,female,bca,yes,good,coaching,low,moderate,C,high,bad,medium
19,other,btech,yes,poor,online,low,easy,A,high,good,medium
24,female,bsc,no,poor,online,high,moderate,F,low,good,medium
21,male,bba,yes,poor,online,medium,moderate,C,medium,good,high
17,male,ba,no,good,online,high,hard,F,low,good,medium
18,male,ba,yes,average,online,low,moderate,F,low,good,low
22,female,bsc,yes,poor,mixed,medium,easy,F,low,regular,medium
20,other,ba,yes,good,mixed,low,moderate,D,high,bad,medium
18,female,btech,no,good,mixed,medium,moderate,C,medium,bad,medium
23,other,diploma,yes,poor,mixed,high,easy,F,low,regular,low
17,male,ba,yes,poor,groupstudy,medium,moderate,C,medium,regular,low
18,female,bcom,no,average,online,medium,hard,F,low,good,low
20,female,bcom,yes,poor,mixed,low,moderate,F,low,good,high
17,male,bcom,yes,average,groupstudy,medium,easy,B,high,regular,low
20,female,ba,yes,poor,online,medium,hard,D,medium,regular,medium
24,female,bsc,no,average,mixed,low,moderate,C,high,good,low
24,female,bba,no,poor,coaching,low,easy,F,medium,regular,low
23,female,bsc,yes,good,online,low,easy,F,low,good,medium
19,male,bcom,yes,average,selfstudy,low,easy,A,high,good,high
17,other,diploma,yes,average,coaching,low,easy,D,low,good,medium
23,male,ba,yes,average,selfstudy,medium,easy,D,medium,good,high
19,other,diploma,yes,good,mixed,medium,easy,B,high,good,high
22,other,bba,no,poor,selfstudy,low,hard,D,medium,good,medium
17,male,bca,yes,good,online,medium,moderate,A,high,good,high
22,male,btech,yes,good,groupstudy,high,easy,B,high,good,low
21,female,ba,yes,good,selfstudy,high,hard,F,low,good,low
24,other,bcom,yes,good,coaching,low,moderate,C,low,good,medium
17,female,btech,yes,average,coaching,low,hard,A,high,good,medium
20,female,btech,yes,poor,selfstudy,medium,moderate,F,low,bad,medium
24,other,bsc,yes,good,online,medium,moderate,B,medium,good,high
20,female,btech,yes,poor,selfstudy,medium,easy,D,medium,regular,low
22,other,ba,yes,good,coaching,high,moderate,A,high,regular,high
18,other,btech,yes,good,coaching,high,easy,A,high,regular,medium
22,male,bca,yes,average,online,medium,easy,C,medium,regular,high
19,female,bba,yes,poor,groupstudy,medium,easy,F,low,regular,medium
21,male,diploma,yes,good,groupstudy,low,easy,A,high,good,medium
24,male,btech,no,good,coaching,medium,easy,C,low,good,high
22,male,btech,yes,poor,coaching,high,easy,D,low,regular,medium
20,male,diploma,no,average,coaching,high,easy,D,medium,good,high
18,male,bcom,yes,poor,online,low,moderate,F,medium,good,medium
19,other,bca,yes,good,coaching,medium,easy,D,low,good,low
23,female,bsc,no,poor,groupstudy,low,moderate,F,medium,regular,high
18,female,btech,yes,good,selfstudy,high,easy,F,low,good,medium
22,other,ba,yes,poor,mixed,high,easy,D,high,bad,high
20,other,bba,yes,poor,coaching,medium,moderate,F,medium,regular,low
19,female,btech,no,poor,coaching,medium,moderate,A,high,regular,high
22,female,btech,yes,average,coaching,low,moderate,B,high,good,high
19,female,bsc,no,average,online,low,hard,D,medium,bad,high
19,female,btech,yes,average,coaching,high,moderate,A,high,regular,medium
21,female,diploma,yes,average,selfstudy,low,moderate,F,medium,regular,low
23,male,diploma,yes,good,online,high,hard,F,low,bad,medium
23,male,btech,yes,average,groupstudy,high,hard,B,medium,bad,high
22,male,ba,no,good,selfstudy,low,moderate,F,low,regular,medium
22,female,bcom,yes,good,coaching,low,moderate,D,medium,good,high
23,other,btech,yes,good,online,low,moderate,A,high,good,high
19,female,bba,yes,average,selfstudy,high,hard,A,high,good,high
19,male,bca,no,poor,mixed,medium,easy,D,medium,good,low
20,female,bba,yes,good,selfstudy,high,moderate,D,medium,bad,low
22,other,diploma,yes,poor,online,low,moderate,F,medium,bad,low
22,female,bba,yes,poor,selfstudy,medium,easy,D,low,regular,high
18,male,ba,yes,good,online,low,easy,F,medium,regular,high
23,male,diploma,no,good,mixed,low,moderate,F,medium,regular,low
19,female,bba,yes,poor,coaching,low,moderate,C,medium,good,medium
24,other,bca,yes,average,online,high,moderate,F,low,good,high
22,male,bca,yes,good,mixed,high,easy,D,high,regular,low
24,other,btech,yes,average,online,medium,easy,C,medium,bad,medium
22,other,bca,yes,good,mixed,high,hard,C,medium,bad,high
21,male,bca,yes,good,online,high,moderate,B,high,bad,low
18,male,ba,yes,average,groupstudy,high,easy,D,high,regular,medium
20,male,ba,no,average,coaching,high,easy,A,medium,bad,high
23,female,bca,yes,poor,coaching,medium,moderate,F,low,regular,low
20,male,btech,yes,poor,mixed,low,easy,B,high,bad,medium
17,other,ba,yes,average,coaching,low,moderate,A,high,good,high
18,male,bca,no,good,coaching,high,hard,A,medium,good,medium
21,female,bsc,yes,average,groupstudy,medium,easy,C,high,regular,low
22,other,bsc,no,poor,mixed,medium,moderate,F,low,regular,high
24,male,btech,yes,average,selfstudy,low,easy,F,medium,good,medium
24,male,bcom,no,good,online,medium,easy,B,high,regular,medium
21,other,bcom,yes,average,coaching,low,moderate,D,low,regular,low
21,male,diploma,yes,average,groupstudy,low,easy,F,medium,bad,high
23,female,btech,yes,good,groupstudy,medium,hard,B,high,good,high
17,male,bba,yes,good,coaching,high,moderate,F,low,regular,low
21,male,btech,yes,good,groupstudy,high,easy,C,high,good,low
20,female,bca,yes,poor,coaching,medium,hard,A,high,bad,high
23,female,ba,yes,average,online,medium,easy,B,high,regular,high
23,female,bcom,yes,good,mixed,medium,moderate,A,high,bad,medium
22,other,diploma,yes,poor,coaching,medium,moderate,A,high,good,high
22,male,bca,no,poor,mixed,low,moderate,F,low,good,low
22,female,btech,yes,poor,coaching,high,easy,B,high,good,low
21,male,bsc,yes,poor,coaching,high,hard,B,medium,regular,high
18,other,bsc,yes,poor,online,medium,moderate,B,high,good,medium
19,female,bba,yes,poor,groupstudy,low,easy,F,medium,bad,low
22,other,bca,yes,poor,selfstudy,medium,moderate,D,high,regular,medium
21,male,bba,no,good,selfstudy,low,hard,F,low,good,medium
18,female,bcom,yes,average,coaching,high,moderate,C,low,good,high
24,male,bca,yes,good,coaching,low,moderate,A,high,good,low
24,male,bca,no,poor,coaching,low,hard,C,medium,bad,high
22,other,btech,yes,average,online,medium,moderate,C,medium,regular,high
18,other,ba,yes,poor,selfstudy,high,easy,C,high,good,high
24,male,bba,yes,average,mixed,high,moderate,F,low,bad,high
18,female,bba,yes,average,mixed,high,hard,D,medium,good,high
20,other,bsc,yes,good,online,low,easy,F,medium,good,medium
23,male,bsc,yes,poor,coaching,low,moderate,B,high,good,low
21,other,bcom,no,good,mixed,low,easy,F,low,regular,high
18,male,bcom,no,average,selfstudy,high,easy,F,medium,bad,low
17,female,diploma,no,good,coaching,medium,moderate,A,high,regular,low
19,other,bba,yes,poor,mixed,low,moderate,C,high,good,low
22,other,bca,yes,poor,coaching,high,hard,B,high,good,low
22,male,btech,yes,average,online,low,easy,D,medium,good,low
18,male,bca,yes,good,coaching,high,easy,A,high,regular,medium
18,male,bsc,yes,good,online,low,hard,B,high,good,medium
22,female,ba,no,poor,mixed,low,hard,D,high,regular,high
18,male,bcom,yes,good,coaching,low,easy,A,high,good,high
17,other,diploma,yes,poor,groupstudy,low,hard,D,high,bad,medium
20,male,bba,yes,poor,online,medium,moderate,A,high,regular,high
21,female,ba,yes,average,groupstudy,medium,easy,D,high,good,low
18,other,ba,no,poor,online,medium,moderate,B,high,good,medium
18,female,bba,no,poor,online,high,easy,F,low,regular,low
18,female,bca,yes,average,coaching,low,easy,A,high,regular,medium
19,male,bba,yes,average,online,low,moderate,C,medium,good,high
17,other,bca,yes,average,groupstudy,low,easy,D,low,good,low
17,other,bca,yes,good,selfstudy,low,moderate,F,low,good,high
19,other,btech,yes,good,selfstudy,medium,easy,D,low,good,high
17,male,bcom,yes,good,online,high,moderate,D,medium,good,low
19,female,diploma,yes,average,mixed,high,moderate,C,low,regular,medium
21,other,bcom,no,good,online,low,hard,C,high,regular,low
17,other,bca,yes,average,selfstudy,medium,hard,A,high,bad,medium
21,female,ba,yes,poor,coaching,medium,moderate,F,low,bad,high
21,other,bsc,yes,average,coaching,medium,easy,D,low,good,low
21,male,bcom,yes,poor,online,high,easy,D,low,bad,high
22,other,ba,yes,average,groupstudy,medium,moderate,B,high,good,high
23,female,btech,yes,average,mixed,low,moderate,F,medium,regular,low
17,other,bcom,no,poor,selfstudy,low,easy,F,low,good,medium
18,female,bba,yes,average,coaching,low,moderate,D,low,good,medium
19,female,diploma,yes,average,online,low,easy,F,low,regular,medium
22,other,diploma,yes,poor,coaching,high,hard,A,high,regular,medium
23,other,bcom,yes,average,groupstudy,medium,easy,C,high,regular,medium
24,other,bca,yes,average,selfstudy,low,moderate,D,medium,regular,high
21,male,bcom,yes,poor,online,low,easy,F,medium,good,low
20,female,bca,yes,good,online,medium,hard,F,high,regular,medium
20,other,diploma,yes,average,coaching,medium,moderate,D,high,regular,low
17,other,ba,yes,good,coaching,high,moderate,A,high,good,medium
20,female,bba,yes,good,mixed,high,easy,C,high,regular,low
21,other,diploma,yes,poor,mixed,high,easy,C,high,regular,low
18,female,btech,yes,good,online,medium,moderate,D,medium,regular,low
23,male,bsc,yes,good,groupstudy,low,easy,F,low,good,high
23,other,bba,yes,good,groupstudy,low,easy,C,high,regular,low
19,female,bsc,yes,average,mixed,medium,moderate,F,low,good,medium
24,female,bca,yes,good,online,medium,hard,C,medium,regular,medium
17,male,bsc,yes,good,groupstudy,low,moderate,D,high,regular,low
24,male,bcom,yes,poor,online,medium,moderate,B,medium,regular,high
23,female,bca,yes,good,selfstudy,high,moderate,D,medium,good,low
18,other,ba,no,good,coaching,low,moderate,B,medium,bad,high
22,male,bca,yes,poor,coaching,high,moderate,F,low,bad,low
19,other,bba,yes,good,mixed,medium,easy,C,low,good,medium
23,other,ba,yes,poor,groupstudy,medium,moderate,D,medium,regular,high
18,female,ba,no,poor,mixed,low,easy,F,low,good,low
18,other,bca,yes,average,selfstudy,high,easy,A,high,regular,high
19,other,diploma,yes,average,groupstudy,high,hard,D,medium,regular,medium
18,other,btech,no,good,mixed,low,moderate,A,high,good,medium
19,other,ba,yes,poor,selfstudy,medium,easy,B,high,good,low
21,other,bca,yes,poor,selfstudy,medium,hard,F,medium,good,low
22,other,bba,yes,good,groupstudy,high,easy,B,medium,bad,high
21,male,ba,yes,poor,mixed,medium,hard,B,high,good,low
18,female,bca,yes,good,groupstudy,low,easy,F,low,bad,low
18,other,ba,yes,poor,groupstudy,high,easy,F,medium,good,low
24,female,btech,yes,poor,coaching,high,hard,F,medium,regular,low
19,male,bsc,no,poor,selfstudy,low,easy,B,high,good,low
17,other,btech,no,good,selfstudy,low,hard,C,high,regular,low
20,female,bba,yes,good,groupstudy,medium,easy,D,medium,regular,low
17,other,diploma,yes,good,selfstudy,low,hard,F,medium,bad,medium
19,male,bcom,yes,poor,coaching,high,easy,C,medium,bad,medium
23,male,bca,yes,poor,coaching,medium,hard,D,medium,good,high
19,female,diploma,yes,average,online,low,hard,F,high,bad,medium
22,male,bcom,yes,good,online,medium,easy,A,high,good,medium
20,female,diploma,yes,average,groupstudy,low,moderate,D,low,good,low
19,female,btech,yes,average,mixed,high,moderate,D,low,regular,high
22,male,bba,yes,poor,mixed,low,easy,F,low,good,medium
21,other,bsc,yes,average,selfstudy,high,moderate,A,high,good,high
19,male,bca,yes,poor,mixed,high,moderate,C,high,bad,low
18,other,btech,yes,average,selfstudy,high,easy,F,medium,good,medium
24,male,bca,yes,poor,selfstudy,medium,easy,F,medium,good,high
18,female,bcom,yes,average,coaching,high,hard,A,high,regular,medium
24,other,bsc,yes,poor,mixed,medium,moderate,F,low,good,medium
20,male,ba,yes,poor,selfstudy,low,moderate,C,high,regular,low
24,other,diploma,yes,good,online,low,moderate,B,high,good,low
19,male,bsc,yes,poor,selfstudy,medium,moderate,B,high,good,low
21,other,bcom,yes,average,groupstudy,high,hard,F,medium,bad,medium
21,other,bba,yes,average,selfstudy,medium,hard,D,high,good,low
19,male,btech,yes,poor,online,high,moderate,D,medium,good,high
18,female,diploma,yes,average,coaching,high,easy,D,low,good,high
21,other,ba,yes,poor,online,high,easy,F,low,good,high
22,male,diploma,yes,good,coaching,low,moderate,D,low,regular,high
19,male,bcom,yes,good,selfstudy,high,moderate,A,high,good,medium
23,male,bca,no,average,coaching,medium,easy,A,high,good,high
22,female,bcom,yes,poor,groupstudy,low,easy,F,medium,good,medium
18,other,ba,yes,good,coaching,low,moderate,B,medium,good,high
24,female,bcom,yes,average,mixed,medium,hard,D,medium,regular,medium
17,female,ba,yes,good,mixed,high,hard,D,low,good,high
22,other,bsc,yes,poor,coaching,high,easy,D,medium,regular,low
20,male,ba,yes,average,online,high,moderate,C,medium,good,high
22,other,bca,yes,poor,coaching,medium,hard,A,high,regular,medium
23,male,bsc,no,average,selfstudy,low,easy,F,low,bad,low
22,male,bca,yes,good,online,medium,moderate,A,high,regular,high
22,other,bca,yes,poor,groupstudy,medium,hard,B,medium,regular,medium
23,female,btech,yes,poor,mixed,high,easy,C,medium,bad,medium
22,female,bba,yes,poor,coaching,low,easy,F,low,good,medium
23,male,ba,yes,average,mixed,low,easy,A,medium,good,high
20,female,bba,yes,good,coaching,low,easy,B,medium,bad,high
18,other,bcom,yes,poor,coaching,low,hard,F,low,regular,medium
18,male,bsc,no,poor,online,low,easy,C,high,regular,medium
21,male,bcom,yes,good,groupstudy,high,easy,A,medium,good,high
21,male,bsc,yes,poor,coaching,medium,moderate,F,low,good,low
17,female,bcom,yes,average,coaching,low,moderate,F,medium,bad,high
18,other,diploma,yes,poor,coaching,low,easy,F,low,bad,low
24,male,bca,no,good,mixed,high,easy,A,high,good,medium
22,other,bsc,yes,good,selfstudy,low,moderate,F,low,good,low
23,other,ba,yes,good,mixed,medium,moderate,B,medium,good,high
18,female,btech,no,good,groupstudy,medium,moderate,B,high,bad,low
17,other,btech,yes,poor,online,high,hard,F,low,regular,high
19,other,bba,yes,good,selfstudy,medium,moderate,D,medium,bad,medium
23,other,bcom,yes,poor,online,high,easy,D,high,good,low
21,female,bba,yes,good,coaching,high,moderate,A,high,regular,high
23,male,bsc,yes,good,mixed,medium,moderate,A,high,good,low
20,other,btech,yes,good,groupstudy,low,moderate,F,low,regular,low
20,female,bca,yes,poor,groupstudy,high,hard,D,medium,bad,medium
21,male,bsc,yes,good,online,low,easy,D,medium,regular,low
24,other,btech,yes,good,selfstudy,medium,easy,D,medium,good,high
20,female,bca,yes,poor,selfstudy,low,hard,C,high,good,low
21,other,bba,yes,good,groupstudy,medium,moderate,D,low,good,high
24,other,diploma,yes,poor,coaching,high,easy,D,medium,regular,medium
19,male,bba,yes,average,online,low,moderate,C,medium,regular,high
23,other,ba,yes,good,mixed,high,hard,C,low,bad,medium
21,other,bba,yes,good,online,high,moderate,F,medium,bad,low
24,other,bca,no,average,groupstudy,high,easy,D,low,good,high
20,male,bba,yes,poor,selfstudy,medium,moderate,D,high,good,low
22,other,bcom,yes,good,groupstudy,high,moderate,C,medium,regular,medium
19,other,diploma,yes,average,selfstudy,medium,easy,C,medium,good,high
22,other,bba,yes,average,online,low,easy,B,medium,regular,high
19,female,diploma,yes,average,groupstudy,low,moderate,F,medium,good,low
21,other,ba,no,good,mixed,high,moderate,C,medium,good,high
23,female,ba,yes,good,mixed,low,easy,F,medium,good,high
20,male,bca,yes,average,mixed,high,moderate,A,high,good,high
20,other,bba,yes,average,online,high,moderate,C,medium,good,high
19,female,bca,yes,good,online,high,moderate,C,medium,good,low
22,male,diploma,yes,good,mixed,medium,hard,A,medium,good,high
21,female,bsc,no,poor,groupstudy,low,moderate,F,medium,regular,low
21,male,bsc,no,good,selfstudy,medium,hard,A,high,bad,medium
17,female,bsc,yes,poor,groupstudy,low,hard,F,low,bad,medium
17,female,bba,yes,average,groupstudy,high,hard,B,medium,good,medium
17,other,bca,yes,good,coaching,medium,hard,A,high,good,low
23,other,diploma,yes,poor,online,low,moderate,F,medium,good,low
23,female,btech,yes,poor,online,high,easy,C,medium,good,high
17,other,btech,yes,poor,coaching,medium,easy,A,high,good,medium
17,male,bba,yes,good,selfstudy,low,moderate,F,medium,good,medium
23,other,bsc,yes,poor,coaching,high,moderate,D,medium,regular,high
21,male,ba,yes,poor,groupstudy,low,moderate,F,low,good,high
19,other,btech,yes,poor,groupstudy,high,easy,F,low,good,low
21,other,btech,yes,good,groupstudy,low,moderate,F,low,bad,low
18,male,ba,no,poor,coaching,low,moderate,A,high,good,high
18,male,bba,yes,poor,coaching,medium,moderate,C,medium,regular,medium
19,other,diploma,yes,average,online,high,moderate,A,high,good,low
24,other,ba,yes,poor,selfstudy,medium,moderate,F,low,good,low
23,other,bba,yes,good,coaching,low,moderate,B,low,good,high
